asserted_class,control,core_accepted,failure_reasons,gate_status,hard_gates_passed,identity_passed,identity_prediction,identity_probability,seed,source_class,source_file
lead_screw_anomaly,wrong_label,False,soft_spectrum|psd_w1,"{""psd_w1"":false,""sanity"":true,""soft_spectrum"":false,""stats_union"":true}",False,False,not_evaluated_after_hard_gate_failure,0.0,1006,base_imbalance,3_1
base_imbalance,real_true_label,True,,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,True,base_imbalance,1.0,1007,base_imbalance,3_1
normal_machining,wrong_label,False,soft_spectrum|psd_w1,"{""psd_w1"":false,""sanity"":true,""soft_spectrum"":false,""stats_union"":true}",False,False,not_evaluated_after_hard_gate_failure,0.0,1007,base_imbalance,3_1
lead_screw_anomaly,wrong_label,False,soft_spectrum|psd_w1,"{""psd_w1"":false,""sanity"":true,""soft_spectrum"":false,""stats_union"":true}",False,False,not_evaluated_after_hard_gate_failure,0.0,1007,base_imbalance,3_1
base_imbalance,real_true_label,True,,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,True,base_imbalance,1.0,1008,base_imbalance,3_1
normal_machining,wrong_label,False,soft_spectrum|psd_w1,"{""psd_w1"":false,""sanity"":true,""soft_spectrum"":false,""stats_union"":true}",False,False,not_evaluated_after_hard_gate_failure,0.0,1008,base_imbalance,3_1
lead_screw_anomaly,wrong_label,False,soft_spectrum|psd_w1,"{""psd_w1"":false,""sanity"":true,""soft_spectrum"":false,""stats_union"":true}",False,False,not_evaluated_after_hard_gate_failure,0.0,1008,base_imbalance,3_1
base_imbalance,real_true_label,True,,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,True,base_imbalance,1.0,1009,base_imbalance,3_1
normal_machining,wrong_label,False,soft_spectrum|psd_w1,"{""psd_w1"":false,""sanity"":true,""soft_spectrum"":false,""stats_union"":true}",False,False,not_evaluated_after_hard_gate_failure,0.0,1009,base_imbalance,3_1
lead_screw_anomaly,wrong_label,False,soft_spectrum|psd_w1,"{""psd_w1"":false,""sanity"":true,""soft_spectrum"":false,""stats_union"":true}",False,False,not_evaluated_after_hard_gate_failure,0.0,1009,base_imbalance,3_1
base_imbalance,real_true_label,True,,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,True,base_imbalance,1.0,1010,base_imbalance,3_1
normal_machining,wrong_label,False,soft_spectrum|psd_w1,"{""psd_w1"":false,""sanity"":true,""soft_spectrum"":false,""stats_union"":true}",False,False,not_evaluated_after_hard_gate_failure,0.0,1010,base_imbalance,3_1
lead_screw_anomaly,wrong_label,False,soft_spectrum|psd_w1,"{""psd_w1"":false,""sanity"":true,""soft_spectrum"":false,""stats_union"":true}",False,False,not_evaluated_after_hard_gate_failure,0.0,1010,base_imbalance,3_1
base_imbalance,real_true_label,True,,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,True,base_imbalance,1.0,1011,base_imbalance,3_1
normal_machining,wrong_label,False,soft_spectrum|psd_w1,"{""psd_w1"":false,""sanity"":true,""soft_spectrum"":false,""stats_union"":true}",False,False,not_evaluated_after_hard_gate_failure,0.0,1011,base_imbalance,3_1
lead_screw_anomaly,wrong_label,False,soft_spectrum|psd_w1,"{""psd_w1"":false,""sanity"":true,""soft_spectrum"":false,""stats_union"":true}",False,False,not_evaluated_after_hard_gate_failure,0.0,1011,base_imbalance,3_1
base_imbalance,real_true_label,True,,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,True,base_imbalance,1.0,1012,base_imbalance,3_1
normal_machining,wrong_label,False,soft_spectrum|psd_w1,"{""psd_w1"":false,""sanity"":true,""soft_spectrum"":false,""stats_union"":true}",False,False,not_evaluated_after_hard_gate_failure,0.0,1012,base_imbalance,3_1
lead_screw_anomaly,wrong_label,False,soft_spectrum|psd_w1,"{""psd_w1"":false,""sanity"":true,""soft_spectrum"":false,""stats_union"":true}",False,False,not_evaluated_after_hard_gate_failure,0.0,1012,base_imbalance,3_1
base_imbalance,real_true_label,False,psd_w1,"{""psd_w1"":false,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",False,False,not_evaluated_after_hard_gate_failure,0.0,1013,base_imbalance,3_1
normal_machining,wrong_label,False,stats_union|soft_spectrum|psd_w1,"{""psd_w1"":false,""sanity"":true,""soft_spectrum"":false,""stats_union"":false}",False,False,not_evaluated_after_hard_gate_failure,0.0,1013,base_imbalance,3_1
lead_screw_anomaly,wrong_label,False,soft_spectrum|psd_w1,"{""psd_w1"":false,""sanity"":true,""soft_spectrum"":false,""stats_union"":true}",False,False,not_evaluated_after_hard_gate_failure,0.0,1013,base_imbalance,3_1
base_imbalance,real_true_label,True,,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,True,base_imbalance,1.0,1014,base_imbalance,3_1
normal_machining,wrong_label,False,soft_spectrum|psd_w1,"{""psd_w1"":false,""sanity"":true,""soft_spectrum"":false,""stats_union"":true}",False,False,not_evaluated_after_hard_gate_failure,0.0,1014,base_imbalance,3_1
lead_screw_anomaly,wrong_label,False,soft_spectrum|psd_w1,"{""psd_w1"":false,""sanity"":true,""soft_spectrum"":false,""stats_union"":true}",False,False,not_evaluated_after_hard_gate_failure,0.0,1014,base_imbalance,3_1
base_imbalance,real_true_label,True,,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,True,base_imbalance,1.0,1015,base_imbalance,3_1
normal_machining,wrong_label,False,soft_spectrum|psd_w1,"{""psd_w1"":false,""sanity"":true,""soft_spectrum"":false,""stats_union"":true}",False,False,not_evaluated_after_hard_gate_failure,0.0,1015,base_imbalance,3_1
lead_screw_anomaly,wrong_label,False,soft_spectrum|psd_w1,"{""psd_w1"":false,""sanity"":true,""soft_spectrum"":false,""stats_union"":true}",False,False,not_evaluated_after_hard_gate_failure,0.0,1015,base_imbalance,3_1
base_imbalance,real_true_label,True,,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,True,base_imbalance,1.0,1016,base_imbalance,3_1
normal_machining,wrong_label,False,soft_spectrum|psd_w1,"{""psd_w1"":false,""sanity"":true,""soft_spectrum"":false,""stats_union"":true}",False,False,not_evaluated_after_hard_gate_failure,0.0,1016,base_imbalance,3_1
lead_screw_anomaly,wrong_label,False,soft_spectrum|psd_w1,"{""psd_w1"":false,""sanity"":true,""soft_spectrum"":false,""stats_union"":true}",False,False,not_evaluated_after_hard_gate_failure,0.0,1016,base_imbalance,3_1
base_imbalance,real_true_label,True,,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,True,base_imbalance,1.0,1017,base_imbalance,3_1
normal_machining,wrong_label,False,soft_spectrum|psd_w1,"{""psd_w1"":false,""sanity"":true,""soft_spectrum"":false,""stats_union"":true}",False,False,not_evaluated_after_hard_gate_failure,0.0,1017,base_imbalance,3_1
lead_screw_anomaly,wrong_label,False,soft_spectrum|psd_w1,"{""psd_w1"":false,""sanity"":true,""soft_spectrum"":false,""stats_union"":true}",False,False,not_evaluated_after_hard_gate_failure,0.0,1017,base_imbalance,3_1
base_imbalance,real_true_label,False,psd_w1,"{""psd_w1"":false,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",False,False,not_evaluated_after_hard_gate_failure,0.0,1018,base_imbalance,3_1
normal_machining,wrong_label,False,soft_spectrum|psd_w1,"{""psd_w1"":false,""sanity"":true,""soft_spectrum"":false,""stats_union"":true}",False,False,not_evaluated_after_hard_gate_failure,0.0,1018,base_imbalance,3_1
lead_screw_anomaly,wrong_label,False,soft_spectrum|psd_w1,"{""psd_w1"":false,""sanity"":true,""soft_spectrum"":false,""stats_union"":true}",False,False,not_evaluated_after_hard_gate_failure,0.0,1018,base_imbalance,3_1
base_imbalance,real_true_label,True,,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,True,base_imbalance,1.0,1019,base_imbalance,3_1
normal_machining,wrong_label,False,soft_spectrum|psd_w1,"{""psd_w1"":false,""sanity"":true,""soft_spectrum"":false,""stats_union"":true}",False,False,not_evaluated_after_hard_gate_failure,0.0,1019,base_imbalance,3_1
lead_screw_anomaly,wrong_label,False,soft_spectrum|psd_w1,"{""psd_w1"":false,""sanity"":true,""soft_spectrum"":false,""stats_union"":true}",False,False,not_evaluated_after_hard_gate_failure,0.0,1019,base_imbalance,3_1
base_imbalance,real_true_label,True,,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,True,base_imbalance,1.0,1020,base_imbalance,3_1
normal_machining,wrong_label,False,soft_spectrum|psd_w1,"{""psd_w1"":false,""sanity"":true,""soft_spectrum"":false,""stats_union"":true}",False,False,not_evaluated_after_hard_gate_failure,0.0,1020,base_imbalance,3_1
lead_screw_anomaly,wrong_label,False,soft_spectrum|psd_w1,"{""psd_w1"":false,""sanity"":true,""soft_spectrum"":false,""stats_union"":true}",False,False,not_evaluated_after_hard_gate_failure,0.0,1020,base_imbalance,3_1
base_imbalance,real_true_label,True,,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,True,base_imbalance,1.0,1021,base_imbalance,3_1
normal_machining,wrong_label,False,soft_spectrum|psd_w1,"{""psd_w1"":false,""sanity"":true,""soft_spectrum"":false,""stats_union"":true}",False,False,not_evaluated_after_hard_gate_failure,0.0,1021,base_imbalance,3_1
lead_screw_anomaly,wrong_label,False,soft_spectrum|psd_w1,"{""psd_w1"":false,""sanity"":true,""soft_spectrum"":false,""stats_union"":true}",False,False,not_evaluated_after_hard_gate_failure,0.0,1021,base_imbalance,3_1
base_imbalance,real_true_label,True,,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,True,base_imbalance,1.0,1022,base_imbalance,3_1
normal_machining,wrong_label,False,soft_spectrum|psd_w1,"{""psd_w1"":false,""sanity"":true,""soft_spectrum"":false,""stats_union"":true}",False,False,not_evaluated_after_hard_gate_failure,0.0,1022,base_imbalance,3_1
lead_screw_anomaly,wrong_label,False,soft_spectrum|psd_w1,"{""psd_w1"":false,""sanity"":true,""soft_spectrum"":false,""stats_union"":true}",False,False,not_evaluated_after_hard_gate_failure,0.0,1022,base_imbalance,3_1
base_imbalance,real_true_label,True,,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,True,base_imbalance,1.0,1023,base_imbalance,3_1
normal_machining,wrong_label,False,soft_spectrum|psd_w1,"{""psd_w1"":false,""sanity"":true,""soft_spectrum"":false,""stats_union"":true}",False,False,not_evaluated_after_hard_gate_failure,0.0,1023,base_imbalance,3_1
lead_screw_anomaly,wrong_label,False,soft_spectrum|psd_w1,"{""psd_w1"":false,""sanity"":true,""soft_spectrum"":false,""stats_union"":true}",False,False,not_evaluated_after_hard_gate_failure,0.0,1023,base_imbalance,3_1
base_imbalance,real_true_label,True,,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,True,base_imbalance,1.0,1024,base_imbalance,3_1
normal_machining,wrong_label,False,soft_spectrum,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":false,""stats_union"":true}",False,False,not_evaluated_after_hard_gate_failure,0.0,1024,base_imbalance,3_1
lead_screw_anomaly,wrong_label,False,soft_spectrum,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":false,""stats_union"":true}",False,False,not_evaluated_after_hard_gate_failure,0.0,1024,base_imbalance,3_1
base_imbalance,real_true_label,True,,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,True,base_imbalance,1.0,1025,base_imbalance,3_1
normal_machining,wrong_label,False,soft_spectrum|psd_w1,"{""psd_w1"":false,""sanity"":true,""soft_spectrum"":false,""stats_union"":true}",False,False,not_evaluated_after_hard_gate_failure,0.0,1025,base_imbalance,3_1
lead_screw_anomaly,wrong_label,False,soft_spectrum|psd_w1,"{""psd_w1"":false,""sanity"":true,""soft_spectrum"":false,""stats_union"":true}",False,False,not_evaluated_after_hard_gate_failure,0.0,1025,base_imbalance,3_1
base_imbalance,real_true_label,True,,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,True,base_imbalance,1.0,1026,base_imbalance,3_1
normal_machining,wrong_label,False,soft_spectrum|psd_w1,"{""psd_w1"":false,""sanity"":true,""soft_spectrum"":false,""stats_union"":true}",False,False,not_evaluated_after_hard_gate_failure,0.0,1026,base_imbalance,3_1
lead_screw_anomaly,wrong_label,False,soft_spectrum|psd_w1,"{""psd_w1"":false,""sanity"":true,""soft_spectrum"":false,""stats_union"":true}",False,False,not_evaluated_after_hard_gate_failure,0.0,1026,base_imbalance,3_1
base_imbalance,real_true_label,True,,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,True,base_imbalance,1.0,1027,base_imbalance,3_1
normal_machining,wrong_label,False,soft_spectrum,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":false,""stats_union"":true}",False,False,not_evaluated_after_hard_gate_failure,0.0,1027,base_imbalance,3_1
lead_screw_anomaly,wrong_label,False,soft_spectrum|psd_w1,"{""psd_w1"":false,""sanity"":true,""soft_spectrum"":false,""stats_union"":true}",False,False,not_evaluated_after_hard_gate_failure,0.0,1027,base_imbalance,3_1
base_imbalance,real_true_label,True,,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,True,base_imbalance,1.0,1028,base_imbalance,3_1
normal_machining,wrong_label,False,soft_spectrum,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":false,""stats_union"":true}",False,False,not_evaluated_after_hard_gate_failure,0.0,1028,base_imbalance,3_1
lead_screw_anomaly,wrong_label,False,soft_spectrum,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":false,""stats_union"":true}",False,False,not_evaluated_after_hard_gate_failure,0.0,1028,base_imbalance,3_1
base_imbalance,real_true_label,True,,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,True,base_imbalance,1.0,1029,base_imbalance,3_1
normal_machining,wrong_label,False,soft_spectrum|psd_w1,"{""psd_w1"":false,""sanity"":true,""soft_spectrum"":false,""stats_union"":true}",False,False,not_evaluated_after_hard_gate_failure,0.0,1029,base_imbalance,3_1
lead_screw_anomaly,wrong_label,False,soft_spectrum|psd_w1,"{""psd_w1"":false,""sanity"":true,""soft_spectrum"":false,""stats_union"":true}",False,False,not_evaluated_after_hard_gate_failure,0.0,1029,base_imbalance,3_1
base_imbalance,real_true_label,True,,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,True,base_imbalance,1.0,1030,base_imbalance,3_1
normal_machining,wrong_label,False,soft_spectrum|psd_w1,"{""psd_w1"":false,""sanity"":true,""soft_spectrum"":false,""stats_union"":true}",False,False,not_evaluated_after_hard_gate_failure,0.0,1030,base_imbalance,3_1
lead_screw_anomaly,wrong_label,False,soft_spectrum|psd_w1,"{""psd_w1"":false,""sanity"":true,""soft_spectrum"":false,""stats_union"":true}",False,False,not_evaluated_after_hard_gate_failure,0.0,1030,base_imbalance,3_1
base_imbalance,real_true_label,True,,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,True,base_imbalance,1.0,1031,base_imbalance,3_1
normal_machining,wrong_label,False,soft_spectrum|psd_w1,"{""psd_w1"":false,""sanity"":true,""soft_spectrum"":false,""stats_union"":true}",False,False,not_evaluated_after_hard_gate_failure,0.0,1031,base_imbalance,3_1
lead_screw_anomaly,wrong_label,False,soft_spectrum|psd_w1,"{""psd_w1"":false,""sanity"":true,""soft_spectrum"":false,""stats_union"":true}",False,False,not_evaluated_after_hard_gate_failure,0.0,1031,base_imbalance,3_1
base_imbalance,real_true_label,True,,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,True,base_imbalance,1.0,1032,base_imbalance,3_1
normal_machining,wrong_label,False,soft_spectrum,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":false,""stats_union"":true}",False,False,not_evaluated_after_hard_gate_failure,0.0,1032,base_imbalance,3_1
lead_screw_anomaly,wrong_label,False,soft_spectrum,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":false,""stats_union"":true}",False,False,not_evaluated_after_hard_gate_failure,0.0,1032,base_imbalance,3_1
base_imbalance,real_true_label,True,,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,True,base_imbalance,1.0,1033,base_imbalance,3_1
normal_machining,wrong_label,False,soft_spectrum|psd_w1,"{""psd_w1"":false,""sanity"":true,""soft_spectrum"":false,""stats_union"":true}",False,False,not_evaluated_after_hard_gate_failure,0.0,1033,base_imbalance,3_1
lead_screw_anomaly,wrong_label,False,soft_spectrum|psd_w1,"{""psd_w1"":false,""sanity"":true,""soft_spectrum"":false,""stats_union"":true}",False,False,not_evaluated_after_hard_gate_failure,0.0,1033,base_imbalance,3_1
base_imbalance,real_true_label,True,,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,True,base_imbalance,1.0,1034,base_imbalance,3_1
normal_machining,wrong_label,False,soft_spectrum|psd_w1,"{""psd_w1"":false,""sanity"":true,""soft_spectrum"":false,""stats_union"":true}",False,False,not_evaluated_after_hard_gate_failure,0.0,1034,base_imbalance,3_1
lead_screw_anomaly,wrong_label,False,soft_spectrum|psd_w1,"{""psd_w1"":false,""sanity"":true,""soft_spectrum"":false,""stats_union"":true}",False,False,not_evaluated_after_hard_gate_failure,0.0,1034,base_imbalance,3_1
base_imbalance,real_true_label,False,soft_spectrum|psd_w1,"{""psd_w1"":false,""sanity"":true,""soft_spectrum"":false,""stats_union"":true}",False,False,not_evaluated_after_hard_gate_failure,0.0,1035,base_imbalance,3_2
normal_machining,wrong_label,False,stats_union|soft_spectrum|psd_w1,"{""psd_w1"":false,""sanity"":true,""soft_spectrum"":false,""stats_union"":false}",False,False,not_evaluated_after_hard_gate_failure,0.0,1035,base_imbalance,3_2
lead_screw_anomaly,wrong_label,False,class_identity,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,False,base_imbalance,0.0,1035,base_imbalance,3_2
base_imbalance,real_true_label,True,,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,True,base_imbalance,1.0,1036,base_imbalance,3_2
normal_machining,wrong_label,False,stats_union|soft_spectrum|psd_w1,"{""psd_w1"":false,""sanity"":true,""soft_spectrum"":false,""stats_union"":false}",False,False,not_evaluated_after_hard_gate_failure,0.0,1036,base_imbalance,3_2
lead_screw_anomaly,wrong_label,False,class_identity,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,False,base_imbalance,0.0,1036,base_imbalance,3_2
base_imbalance,real_true_label,False,soft_spectrum,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":false,""stats_union"":true}",False,False,not_evaluated_after_hard_gate_failure,0.0,1037,base_imbalance,3_2
normal_machining,wrong_label,False,stats_union|soft_spectrum|psd_w1,"{""psd_w1"":false,""sanity"":true,""soft_spectrum"":false,""stats_union"":false}",False,False,not_evaluated_after_hard_gate_failure,0.0,1037,base_imbalance,3_2
lead_screw_anomaly,wrong_label,False,soft_spectrum,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":false,""stats_union"":true}",False,False,not_evaluated_after_hard_gate_failure,0.0,1037,base_imbalance,3_2
base_imbalance,real_true_label,False,soft_spectrum|psd_w1,"{""psd_w1"":false,""sanity"":true,""soft_spectrum"":false,""stats_union"":true}",False,False,not_evaluated_after_hard_gate_failure,0.0,1038,base_imbalance,3_2
normal_machining,wrong_label,False,stats_union|soft_spectrum|psd_w1,"{""psd_w1"":false,""sanity"":true,""soft_spectrum"":false,""stats_union"":false}",False,False,not_evaluated_after_hard_gate_failure,0.0,1038,base_imbalance,3_2
lead_screw_anomaly,wrong_label,False,class_identity,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,False,base_imbalance,0.0,1038,base_imbalance,3_2
base_imbalance,real_true_label,False,psd_w1,"{""psd_w1"":false,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",False,False,not_evaluated_after_hard_gate_failure,0.0,1039,base_imbalance,3_2
normal_machining,wrong_label,False,stats_union|soft_spectrum|psd_w1,"{""psd_w1"":false,""sanity"":true,""soft_spectrum"":false,""stats_union"":false}",False,False,not_evaluated_after_hard_gate_failure,0.0,1039,base_imbalance,3_2
lead_screw_anomaly,wrong_label,False,class_identity,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,False,base_imbalance,0.0,1039,base_imbalance,3_2
base_imbalance,real_true_label,True,,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,True,base_imbalance,1.0,1040,base_imbalance,3_2
normal_machining,wrong_label,False,stats_union|soft_spectrum|psd_w1,"{""psd_w1"":false,""sanity"":true,""soft_spectrum"":false,""stats_union"":false}",False,False,not_evaluated_after_hard_gate_failure,0.0,1040,base_imbalance,3_2
lead_screw_anomaly,wrong_label,False,soft_spectrum|psd_w1,"{""psd_w1"":false,""sanity"":true,""soft_spectrum"":false,""stats_union"":true}",False,False,not_evaluated_after_hard_gate_failure,0.0,1040,base_imbalance,3_2
base_imbalance,real_true_label,True,,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,True,base_imbalance,1.0,1041,base_imbalance,3_2
normal_machining,wrong_label,False,soft_spectrum|psd_w1,"{""psd_w1"":false,""sanity"":true,""soft_spectrum"":false,""stats_union"":true}",False,False,not_evaluated_after_hard_gate_failure,0.0,1041,base_imbalance,3_2
lead_screw_anomaly,wrong_label,False,soft_spectrum|psd_w1,"{""psd_w1"":false,""sanity"":true,""soft_spectrum"":false,""stats_union"":true}",False,False,not_evaluated_after_hard_gate_failure,0.0,1041,base_imbalance,3_2
base_imbalance,real_true_label,True,,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,True,base_imbalance,1.0,1042,base_imbalance,3_2
normal_machining,wrong_label,False,stats_union|soft_spectrum|psd_w1,"{""psd_w1"":false,""sanity"":true,""soft_spectrum"":false,""stats_union"":false}",False,False,not_evaluated_after_hard_gate_failure,0.0,1042,base_imbalance,3_2
lead_screw_anomaly,wrong_label,False,soft_spectrum|psd_w1,"{""psd_w1"":false,""sanity"":true,""soft_spectrum"":false,""stats_union"":true}",False,False,not_evaluated_after_hard_gate_failure,0.0,1042,base_imbalance,3_2
base_imbalance,real_true_label,False,psd_w1,"{""psd_w1"":false,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",False,False,not_evaluated_after_hard_gate_failure,0.0,1043,base_imbalance,3_2
normal_machining,wrong_label,False,stats_union|soft_spectrum|psd_w1,"{""psd_w1"":false,""sanity"":true,""soft_spectrum"":false,""stats_union"":false}",False,False,not_evaluated_after_hard_gate_failure,0.0,1043,base_imbalance,3_2
lead_screw_anomaly,wrong_label,False,soft_spectrum|psd_w1,"{""psd_w1"":false,""sanity"":true,""soft_spectrum"":false,""stats_union"":true}",False,False,not_evaluated_after_hard_gate_failure,0.0,1043,base_imbalance,3_2
base_imbalance,real_true_label,False,psd_w1,"{""psd_w1"":false,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",False,False,not_evaluated_after_hard_gate_failure,0.0,1044,base_imbalance,3_2
normal_machining,wrong_label,False,stats_union|soft_spectrum|psd_w1,"{""psd_w1"":false,""sanity"":true,""soft_spectrum"":false,""stats_union"":false}",False,False,not_evaluated_after_hard_gate_failure,0.0,1044,base_imbalance,3_2
lead_screw_anomaly,wrong_label,False,soft_spectrum,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":false,""stats_union"":true}",False,False,not_evaluated_after_hard_gate_failure,0.0,1044,base_imbalance,3_2
base_imbalance,real_true_label,False,psd_w1,"{""psd_w1"":false,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",False,False,not_evaluated_after_hard_gate_failure,0.0,1045,base_imbalance,3_2
normal_machining,wrong_label,False,stats_union|soft_spectrum|psd_w1,"{""psd_w1"":false,""sanity"":true,""soft_spectrum"":false,""stats_union"":false}",False,False,not_evaluated_after_hard_gate_failure,0.0,1045,base_imbalance,3_2
lead_screw_anomaly,wrong_label,False,psd_w1,"{""psd_w1"":false,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",False,False,not_evaluated_after_hard_gate_failure,0.0,1045,base_imbalance,3_2
base_imbalance,real_true_label,True,,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,True,base_imbalance,1.0,1046,base_imbalance,3_2
normal_machining,wrong_label,False,stats_union|soft_spectrum|psd_w1,"{""psd_w1"":false,""sanity"":true,""soft_spectrum"":false,""stats_union"":false}",False,False,not_evaluated_after_hard_gate_failure,0.0,1046,base_imbalance,3_2
lead_screw_anomaly,wrong_label,False,soft_spectrum,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":false,""stats_union"":true}",False,False,not_evaluated_after_hard_gate_failure,0.0,1046,base_imbalance,3_2
base_imbalance,real_true_label,True,,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,True,base_imbalance,1.0,1047,base_imbalance,3_2
normal_machining,wrong_label,False,stats_union|soft_spectrum|psd_w1,"{""psd_w1"":false,""sanity"":true,""soft_spectrum"":false,""stats_union"":false}",False,False,not_evaluated_after_hard_gate_failure,0.0,1047,base_imbalance,3_2
lead_screw_anomaly,wrong_label,False,soft_spectrum|psd_w1,"{""psd_w1"":false,""sanity"":true,""soft_spectrum"":false,""stats_union"":true}",False,False,not_evaluated_after_hard_gate_failure,0.0,1047,base_imbalance,3_2
base_imbalance,real_true_label,True,,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,True,base_imbalance,1.0,1048,base_imbalance,3_2
normal_machining,wrong_label,False,stats_union|soft_spectrum|psd_w1,"{""psd_w1"":false,""sanity"":true,""soft_spectrum"":false,""stats_union"":false}",False,False,not_evaluated_after_hard_gate_failure,0.0,1048,base_imbalance,3_2
lead_screw_anomaly,wrong_label,False,class_identity,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,False,base_imbalance,0.0,1048,base_imbalance,3_2
base_imbalance,real_true_label,False,psd_w1,"{""psd_w1"":false,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",False,False,not_evaluated_after_hard_gate_failure,0.0,1049,base_imbalance,3_2
normal_machining,wrong_label,False,stats_union|soft_spectrum|psd_w1,"{""psd_w1"":false,""sanity"":true,""soft_spectrum"":false,""stats_union"":false}",False,False,not_evaluated_after_hard_gate_failure,0.0,1049,base_imbalance,3_2
lead_screw_anomaly,wrong_label,False,class_identity,"{""psd_w1"":true,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",True,False,base_imbalance,0.0,1049,base_imbalance,3_2
base_imbalance,real_true_label,False,psd_w1,"{""psd_w1"":false,""sanity"":true,""soft_spectrum"":true,""stats_union"":true}",False,False,not_evaluated_after_hard_gate_failure,0.0,1050,base_imbalance,3_2
normal_machining,wrong_label,False,stats_union|soft_spectrum|psd_w1,"{""psd_w1"":false,""sanity"":true,""soft_spectrum"":false,""stats_union"":false}",False,False,not_evaluated_after_hard_gate_failure,0.0,1050,base_imbalance,3_2
lead_screw_anomaly,wrong_label,False,soft_spectrum|psd_w1,"{""psd_w1"":false,""sanity"":true,""soft_spectrum"":false,""stats_union"":true}",False,False,not_evaluated_after_hard_gate_failure,0.0,1050,base_imbalance,3_2
